"id","passerine_non_passerine","order","family_name_latin","family_name_common","taxonomy","scientific_name","common_name","diet_invertebrate","diet_vert_endo","diet_vert_ecto","diet_vert_fish","diet_vert_unknown","diet_scavenger","diet_fruit","diet_nectar","diet_seed","diet_other_plant","diet_category","diet_data_source","diet_certainty","foraging_below_water","foraging_around_surf","foraging_ground","foraging_understory","foraging_midheight","foraging_canopy","foraging_aerial","foraging_data_source","is_noctural","body_mass_value","body_mass_data_source","body_mass_spec_level","body_mass_comments","foraging_spec_level","comments","is_pelagic_specialist","bl_family_sequence_id","foraging_data_entered_by","diet_data_entered_by"
7423,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Philemon diemenensis","New Caledonian Friarbird",40,0,0,0,0,0,30,30,0,0,"FruiNect","Ref_13","A",0,0,0,0,30,70,0,"Genus",FALSE,65.9,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7424,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora plumbea","Leaden Honeyeater",50,0,0,0,0,0,0,50,0,0,"Omnivore","Ref_13","A",0,0,0,30,40,30,0,"Ref_39",FALSE,14.1,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7425,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora meekiana","Olive-streaked Honeyeater",70,0,0,0,0,0,0,30,0,0,"Invertebrate","Ref_13","A",0,0,0,0,40,60,0,"Ref_39",FALSE,18.5,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7426,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora erythropleura","Rufous-sided Honeyeater",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,0,70,30,0,"Ref_39",FALSE,21.12,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7427,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora mayri","Mayr's Honeyeater",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,20,40,40,0,"Genus",FALSE,30.45,"Dunning08",TRUE,,FALSE,,FALSE,117,"Walter","Carolina"
7428,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora guisei","Rufous-backed Honeyeater",60,0,0,0,0,0,10,20,10,0,"Invertebrate","Ref_13","A",0,0,0,50,50,0,0,"Ref_39",FALSE,25.82,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7429,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ptiloprora perstriata","Black-backed Honeyeater",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,33,33,33,0,"Ref_39",FALSE,26.6,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7430,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes fuscus","Sooty Melidectes",40,0,0,0,0,0,20,40,0,0,"FruiNect","Ref_13","A",0,0,0,60,40,0,0,"Ref_41; Ref_39",FALSE,45,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7432,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes whitemanensis","Bismarck Melidectes",40,0,0,0,0,0,0,60,0,0,"FruiNect","Ref_13","A",0,0,0,0,80,20,0,"Diamond 71 Condor",FALSE,48,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7433,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes nouhuysi","Short-bearded Melidectes",30,0,0,0,0,0,30,20,20,0,"Omnivore","Ref_13","A",0,0,30,30,20,20,0,"Ref_41; Ref_39",FALSE,62.26,"GenAvg",FALSE,,TRUE,,FALSE,117,"Other","Carolina"
7434,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes princeps","Long-bearded Melidectes",50,0,0,0,0,0,20,30,0,0,"Omnivore","Ref_13","D1",0,0,0,60,40,0,0,"Ref_41; Ref_39",FALSE,42,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7436,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes ochromelas","Cinnamon-browed Melidectes",50,0,0,0,0,0,20,30,0,0,"Omnivore","Ref_13","D1",0,0,0,0,60,40,0,"Ref_39",FALSE,63,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7437,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes leucostephes","Vogelkop Melidectes",50,0,0,0,0,0,20,30,0,0,"Omnivore","Ref_13","D1",0,0,0,0,70,30,0,"Genus",FALSE,75.25,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7438,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes belfordi","Belford's Melidectes",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,0,20,80,0,"Ref_41; Ref_39",FALSE,73.14,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7439,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes rufocrissalis","Yellow-browed Melidectes",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,0,70,30,0,"Diamond 71 Condor",FALSE,71.6,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7440,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes foersteri","Huon Melidectes",50,0,0,0,0,0,20,30,0,0,"Omnivore","Ref_13","D1",0,0,0,0,70,30,0,"Genus",FALSE,62.26,"GenAvg",FALSE,,TRUE,,FALSE,117,"Christian","Carolina"
7441,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes torquatus","Ornate Melidectes",60,0,0,0,0,0,20,20,0,0,"Invertebrate","Ref_13","A",0,0,0,20,50,30,0,"Ref_41; Ref_39",FALSE,44.93,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7442,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melidectes sclateri","San Cristobal Melidectes",60,0,0,0,0,0,0,40,0,0,"Invertebrate","Ref_13","A",0,0,0,0,70,30,0,"Genus",FALSE,66.77,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7443,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melipotes gymnops","Arfak Honeyeater",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_13","A",0,0,0,20,20,60,0,"Ref_41; Ref_39",FALSE,50,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,117,"Jessica","Carolina"
7444,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melipotes fumigatus","Smoky Honeyeater",20,0,0,0,0,0,70,0,0,10,"FruiNect","Ref_13","A",0,0,0,0,80,20,0,"Ref_39",FALSE,58.6,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7445,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Melipotes ater","Spangled Honeyeater",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_13","B",0,0,0,0,20,80,0,"Ref_41; Ref_39",FALSE,51.5,"GenAvg",FALSE,,TRUE,,FALSE,117,"Jessica","Carolina"
7446,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Myza celebensis","Dark-eared Myza",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","D1",0,0,0,60,20,20,0,"Ref_41",FALSE,20,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7447,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Myza sarasinorum","White-eared Myza",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","A",0,0,0,40,30,30,0,"Ref_41",FALSE,22.5,"GenAvg",FALSE,,TRUE,,FALSE,117,"Christian","Carolina"
7448,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Gymnomyza viridis","Giant Honeyeater",30,0,10,0,0,0,20,40,0,0,"FruiNect","Ref_13","A",0,0,0,0,20,80,0,"Ref_42",FALSE,87.8,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,117,"Jessica","Carolina"
7449,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Gymnomyza samoensis","Mao",30,0,0,0,0,0,30,40,0,0,"FruiNect","Ref_13","A",0,0,0,0,80,20,0,"Ref_42",FALSE,99,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,117,"Jessica","Carolina"
7450,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Gymnomyza aubryana","Crow Honeyeater",40,0,0,0,0,0,0,60,0,0,"FruiNect","Ref_13","A",0,0,0,0,50,50,0,"family estimate",FALSE,195.09,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7456,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris pyrrhopterus","Crescent Honeyeater",30,0,0,0,0,0,30,40,0,0,"FruiNect","Ref_13","A",0,0,0,40,30,30,0,"Ref_37",FALSE,16.3,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7457,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris novaehollandiae","New Holland Honeyeater",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","A",0,0,10,60,20,10,0,"Ref_37",FALSE,20.21,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7458,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris niger","White-cheeked Honeyeater",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","A",0,0,0,50,10,20,20,"Ref_37",FALSE,18.2,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7459,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris albifrons","White-fronted Honeyeater",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","A",0,0,0,70,10,10,10,"Ref_37",FALSE,17.4,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7460,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris undulatus","Barred Honeyeater",40,0,0,0,0,0,20,40,0,0,"FruiNect","Ref_13","A",0,0,0,0,20,80,0,"IBC.com",FALSE,16,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7461,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris notabilis","New Hebrides Honeyeater",40,0,0,0,0,0,10,50,0,0,"FruiNect","Ref_13","A",0,0,0,0,40,60,0,"Doughty etal 1999",FALSE,27.13,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7462,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Phylidonyris melanops","Tawny-crowned Honeyeater",40,0,0,0,0,0,0,60,0,0,"FruiNect","Ref_13","A",0,0,30,50,0,0,20,"Ref_37",FALSE,18.21,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7463,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ramsayornis modestus","Brown-backed Honeyeater",50,0,0,0,0,0,0,50,0,0,"Omnivore","Ref_13","A",0,0,0,70,20,10,0,"Ref_39; Ref_37",FALSE,12.1,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7464,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ramsayornis fasciatus","Bar-breasted Honeyeater",50,0,0,0,0,0,0,50,0,0,"Omnivore","Ref_13","A",0,0,0,40,30,20,10,"Ref_37",FALSE,12.74,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7465,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Plectorhyncha lanceolata","Striped Honeyeater",20,0,0,0,0,0,30,30,20,0,"FruiNect","Ref_13","A",0,0,0,40,40,20,0,"Ref_37",FALSE,40.56,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7466,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Conopophila albogularis","Rufous-banded Honeyeater",60,0,0,0,0,0,0,30,10,0,"Invertebrate","Ref_13","A",0,0,10,30,20,30,10,"Ref_39; Ref_37",FALSE,11.8,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Carolina"
7467,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Conopophila rufogularis","Rufous-throated Honeyeater",60,0,0,0,0,0,10,30,0,0,"Invertebrate","Ref_13","A",0,0,10,40,20,10,20,"Ref_37",FALSE,10.8,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7468,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Conopophila whitei","Grey Honeyeater",70,0,0,0,0,0,10,20,0,0,"Invertebrate","Ref_13","A",0,0,0,40,30,30,0,"Ref_37",FALSE,9.8,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7469,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Grantiella picta","Painted Honeyeater",20,0,0,0,0,0,40,40,0,0,"FruiNect","Ref_13","A",0,0,0,40,20,40,0,"Ref_37",FALSE,21.5,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7470,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Xanthomyza phrygia","Regent Honeyeater",20,0,0,0,0,0,10,70,0,0,"FruiNect","Ref_13","A",0,0,0,0,30,70,0,"Ref_37",FALSE,39.99,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7471,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Acanthorhynchus tenuirostris","Eastern Spinebill",50,0,0,0,0,0,0,50,0,0,"Omnivore","Ref_13","A",0,0,0,70,10,0,20,"Ref_37",FALSE,10.44,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7472,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Acanthorhynchus superciliosus","Western Spinebill",30,0,0,0,0,0,0,70,0,0,"FruiNect","Ref_13","A",0,0,0,60,20,0,20,"Ref_37",FALSE,9.72,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7473,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Entomyzon cyanotis","Blue-faced Honeyeater",60,0,10,0,0,0,10,20,0,0,"Invertebrate","Ref_13","A",0,0,10,10,60,10,10,"Ref_37",FALSE,105.26,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7474,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Manorina melanophrys","Bell Miner",70,0,0,0,0,0,10,20,0,0,"Invertebrate","Ref_13","A",0,0,0,20,20,60,0,"Ref_37",FALSE,30.39,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7475,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Manorina melanocephala","Noisy Miner",40,0,10,0,0,0,10,30,10,0,"Omnivore","Ref_13","A",0,0,40,20,20,20,0,"Ref_37",FALSE,60.22,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7476,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Manorina flavigula","Yellow-throated Miner",70,0,0,0,0,0,10,20,0,0,"Invertebrate","Ref_13","A",0,0,10,10,40,30,10,"Ref_37",FALSE,55.9,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7480,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Manorina melanotis","Black-eared Miner",90,0,0,0,0,0,0,10,0,0,"Invertebrate","Ref_13","A",0,0,30,20,20,20,10,"Ref_37",FALSE,54,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7483,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Anthornis melanura","New Zealand Bellbird",20,0,0,0,0,0,20,60,0,0,"FruiNect","Ref_13","A",0,0,0,40,60,0,0,"Ref_59",FALSE,26.91,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7484,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Acanthagenys rufogularis","Spiny-cheeked Honeyeater",40,0,0,0,10,0,10,30,10,0,"Omnivore","Ref_13","A",0,0,10,20,40,20,10,"Ref_37",FALSE,47.8,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7486,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Anthochaera chrysoptera","Little Wattlebird",20,0,0,0,0,0,10,70,0,0,"FruiNect","Ref_13","A",0,0,10,30,20,30,10,"Ref_37",FALSE,67.8,"Dunning08",TRUE,,TRUE,,FALSE,117,"Other","Carolina"
7487,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Anthochaera carunculata","Red Wattlebird",20,0,0,0,0,0,10,70,0,0,"FruiNect","Ref_13","A",0,0,10,20,30,30,10,"Ref_37",FALSE,106.07,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7488,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Anthochaera paradoxa","Yellow Wattlebird",20,0,0,0,0,0,10,70,0,0,"FruiNect","Ref_13","A",0,0,10,10,20,60,0,"Ref_37",FALSE,143.74,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7489,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Prosthemadera novaeseelandiae","Tui",20,0,0,0,0,0,10,60,10,0,"FruiNect","Ref_13","A",0,0,0,20,50,20,10,"Ref_59",FALSE,105.83,"Dunning08",TRUE,,TRUE,,FALSE,117,"Christian","Carolina"
7491,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Epthianura tricolor","Crimson Chat",70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,10.7,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Jennifer"
7492,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Epthianura aurifrons","Orange Chat",80,0,0,0,0,0,0,0,0,20,"Invertebrate","Ref_12","A",0,0,50,50,0,0,0,"Other",FALSE,10.5,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Jennifer"
7493,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Epthianura crocea","Yellow Chat",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,50,50,0,0,0,"Other",FALSE,9.3,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Jennifer"
7494,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Epthianura albifrons","White-fronted Chat",70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_12","A",0,0,50,50,0,0,0,"Other",FALSE,13.3,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Jennifer"
7495,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters","BL3","Ashbyia lovensis","Gibberbird",70,0,0,0,0,0,0,0,20,10,"Invertebrate","Ref_12","A",0,0,100,0,0,0,0,"Other",FALSE,17.5,"Dunning08",TRUE,,TRUE,,FALSE,117,"Jessica","Jennifer"
7496,"Passeriformes","Passeriformes","Zosteropidae","White-eyes","BL3","Apalopteron familiare","Bonin White-eye",20,0,10,0,0,0,50,0,0,20,"Omnivore","Ref_13","A",0,0,20,30,30,20,0,"Ref_13",FALSE,15,"Dunning08",TRUE,,TRUE,,FALSE,164,"Cody","Carolina"
7500,"Passeriformes","Passeriformes","Pardalotidae","Pardalotes","BL3","Pardalotus punctatus","Spotted Pardalote",60,0,0,0,0,0,0,40,0,0,"Invertebrate","Ref_13","A",0,0,0,0,30,70,0,"Ref_37",FALSE,8.7,"Dunning08",TRUE,,TRUE,,FALSE,119,"Christian","Carolina"
7504,"Passeriformes","Passeriformes","Pardalotidae","Pardalotes","BL3","Pardalotus quadragintus","Forty-spotted Pardalote",70,0,0,0,0,0,0,30,0,0,"Invertebrate","Ref_13","A",0,0,0,0,30,70,0,"Ref_37",FALSE,10.7,"Dunning08",TRUE,,TRUE,,FALSE,119,"Christian","Carolina"
7506,"Passeriformes","Passeriformes","Pardalotidae","Pardalotes","BL3","Pardalotus rubricatus","Red-browed Pardalote",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_13","B",0,0,0,0,30,70,0,"Ref_37",FALSE,10.9,"Dunning08",TRUE,,TRUE,,FALSE,119,"Christian","Carolina"
7508,"Passeriformes","Passeriformes","Pardalotidae","Pardalotes","BL3","Pardalotus striatus","Striated Pardalote",80,0,0,0,0,0,0,20,0,0,"Invertebrate","Ref_13","A",0,0,10,10,20,60,0,"Ref_37",FALSE,11.44,"Dunning08",TRUE,,TRUE,,FALSE,119,"Christian","Carolina"
7515,"Passeriformes","Passeriformes","Dasyornithidae","Bristlebirds","BL3","Dasyornis longirostris","Western Bristlebird",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,32.7,"Dunning08",TRUE,,TRUE,,FALSE,118,"Jessica","Jennifer"
7516,"Passeriformes","Passeriformes","Dasyornithidae","Bristlebirds","BL3","Dasyornis brachypterus","Eastern Bristlebird",50,0,0,0,0,0,0,10,40,0,"Omnivore","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,41.8,"Dunning08",TRUE,,TRUE,,FALSE,118,"Jessica","Jennifer"
7517,"Passeriformes","Passeriformes","Dasyornithidae","Bristlebirds","BL3","Dasyornis broadbenti","Rufous Bristlebird",60,0,0,0,0,10,10,0,10,10,"Invertebrate","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,67.9,"Dunning08",TRUE,,TRUE,,FALSE,118,"Jessica","Jennifer"
7522,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Pycnoptilus floccosus","Pilotbird",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_12","A",0,0,100,0,0,0,0,"Other",FALSE,28.9,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7523,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Origma solitaria","Rockwarbler",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,14.34,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7524,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Oreoscopus gutturalis","Fernwren",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,100,0,0,0,0,"Other",FALSE,20,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7525,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Crateroscelis murina","Rusty Mouse-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","B",0,0,60,40,0,0,0,"Other",FALSE,15,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7526,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Crateroscelis nigrorufa","Bicoloured Mouse-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","D1",0,0,50,50,0,0,0,"Other",FALSE,15.75,"GenAvg",FALSE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7527,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Crateroscelis robusta","Mountain Mouse-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,50,50,0,0,0,"Other",FALSE,18.6,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7528,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis citreogularis","Yellow-throated Scrubwren",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_12","A",0,0,80,20,0,0,0,"Other",FALSE,17.6,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7529,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis frontalis","White-browed Scrubwren",60,0,0,0,0,0,20,0,20,0,"Invertebrate","Ref_12","A",0,0,50,50,0,0,0,"Other",FALSE,13.23,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7531,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis humilis","Tasmanian Scrubwren",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_12","A",0,0,40,30,30,0,0,"Other",FALSE,18.25,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7532,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis keri","Atherton Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,70,20,10,0,0,"Other",FALSE,11.38,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7533,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis beccarii","Beccari's Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,0,20,80,0,0,"Other",FALSE,11.88,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7535,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis virgatus","Perplexing Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,0,20,80,0,0,"Other",FALSE,12.4,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7536,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis nouhuysi","Large Scrubwren",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_12","A",0,0,0,70,30,0,0,"Other",FALSE,17.1,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7537,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis magnirostra","Large-billed Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,0,10,90,0,0,"Other",FALSE,9.8,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7538,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis rufescens","Vogelkop Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,0,20,80,0,0,"Other",FALSE,12,"GenAvg",FALSE,,TRUE,,FALSE,120,"Jessica","Jennifer"
7539,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones","BL3","Sericornis perspicillatus","Buff-faced Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A",0,0,0,20,70,10,0,"Other",FALSE,9,"Dunning08",TRUE,,TRUE,,FALSE,120,"Jessica","Jennifer"
