Binomial,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Campephaga_petiti,-0.534893822253766,0.0598525571641955,-0.346668422616594,-0.100068675139221,-0.106590661368372,-0.0630358691302536,0.0663159792483321,0.0528907188228822,0.0151910262901652,-0.296771068919944,-0.151791065501921,0.0720470155716864,0.000286456308790599,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephaga_phoenicea,-0.572182628611741,-0.0616816977302198,-0.472350454670312,-0.132301642681388,-0.0588902484476314,-0.0224621379095962,0.135480751522477,0.0433963924045261,0.00558002450047718,-0.197768545010703,-0.173200674079083,0.145643135185523,0.0306202426636373,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephaga_quiscalina,-0.326858842758647,-0.0923485416442006,-0.352587373772383,-0.0599243748315074,-0.097012537410721,-0.0257073667516039,0.100011451565759,0.0751078665526066,0.0211233512933602,-0.0614098253487471,-0.139897262998389,0.108460040802214,0.0132134941228179,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephilus_gayaquilensis,2.40528707533624,-0.589928707543974,-0.0358803223316524,-0.08441764876659,-0.0814568812053209,0.0214858795948913,0.190080706126994,0.12807526467917,-0.0516783788296875,1.61460122354985,0.186143818368242,0.201963511765836,0.0744137223283296,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_guatemalensis,2.45770909003869,-0.602175153971079,-0.00372025830307343,-7.79E-05,0.0766196244508937,0.0506821418895418,0.300319588260642,0.0668922245025955,-0.0867265919703667,1.68429896227101,0.144296958350443,0.305466142636535,0.0960452925250381,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_haematogaster,2.40371875938319,-0.595681344499802,0.0479887829146538,-0.0773720114286248,0.000446622258401641,0.144641419243216,0.171747980906442,0.190557057717336,-0.0690873145780086,1.61515275152319,0.243414770334572,0.184010780718356,0.103238423691506,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_imperialis,3.41584839744657,-1.25143421926695,-0.378007703008684,-0.515994676365474,0.241285222678396,0.228677862645155,0.274116121417785,-0.10203087795646,0.0666669147682109,2.68025755605395,0.416514786816284,0.292912271346238,0.0391988417537226,Nearctic,Carnivore,Invertivore,Invertivore bark
Campephilus_leucopogon,2.37620998547131,-0.6130054524474,0.093669939426713,0.00600660485336973,-0.119844679313746,0.0865221801683692,0.217549514551786,0.116601758826974,-0.0591314371456275,1.61398425765549,0.211392150190827,0.23641874671689,0.0837675764038656,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_magellanicus,2.89709163028471,-0.622671763267515,-0.131250209746322,-0.287252245476042,-0.126390804109242,0.0145624024004611,0.206033003577137,0.135879038201501,-0.0658762830621268,1.84476518408285,0.270173501783332,0.223487442497952,0.0848387348429622,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_melanoleucos,2.460449550166,-0.55313227313552,-0.0505021334524676,-0.0584781119733765,-0.12504037455723,0.0609548233423295,0.228007574405155,0.143004372546025,-0.0555393607359507,1.61093657833244,0.148872004636377,0.245147593909332,0.0775769273808375,Neotropic,Carnivore,Invertivore,Invertivore bark
Campephilus_pollens,2.48265613302865,-0.524611063708927,0.0262031768891221,-0.153794781461636,-0.147334204550768,0.00359969326347659,0.200646154355845,0.218964781447205,-0.0720350248016035,1.56011641798864,0.265374913061171,0.211623262556191,0.0797977796612427,Neotropic,Carnivore,Invertivore,Invertivore bark
