"city_name","ebird_code","common_name","scientific_name","species_category","number_of_non_zero_frequency","longest_run_of_non_zero_frequency","smallest_precision"
"Nanjing","whwter","White-winged Tern","Chlidonias leucopterus","species","29","12","20"
"Nanjing","colcro1","Collared Crow","Corvus pectoralis","species","27","12","60"
"Nanjing","shtsan","Sharp-tailed Sandpiper","Calidris acuminata","species","27","12","60"
"Nanjing","whimbr","Whimbrel","Numenius phaeopus","species","27","12","60"
"Nanjing","ruff","Ruff","Calidris pugnax","species","27","12","60"
"Nanjing","lotsti","Long-toed Stint","Calidris subminuta","species","27","12","60"
"Nanjing","blfspo1","Black-faced Spoonbill","Platalea minor","species","26","12","180"
"Nanjing","gycful5","Huet's Fulvetta","Alcippe hueti","species","26","12","180"
"Nanjing","sbsbab3","Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis","species","26","12","180"
"Nanjing","rucbab1","Rufous-capped Babbler","Cyanoderma ruficeps","species","27","12","60"
"Nanjing","meabun1","Meadow Bunting","Emberiza cioides","species","27","12","60"
"Nanjing","zitcis1","Zitting Cisticola","Cisticola juncidis","species","27","12","60"
"Nanjing","dunlin","Dunlin","Calidris alpina","species","25","12","100"
"Nanjing","bkbplo","Black-bellied Plover","Pluvialis squatarola","species","25","21","180"
"Nanjing","livbul2","Light-vented Bulbul (sinensis)","Pycnonotus sinensis sinensis","group (monotypic)","24","12","180"
"Nanjing","spodov2","Spotted Dove (Eastern)","Streptopelia chinensis chinensis/tigrina","group (polytypic)","24","12","180"
"Nanjing","boneag2","Bonelli's Eagle","Aquila fasciata","species","24","12","180"
"Nanjing","eueowl1","Eurasian Eagle-Owl","Bubo bubo","species","24","12","180"
"Nanjing","whimbr2","Whimbrel (Siberian)","Numenius phaeopus variegatus","group (monotypic)","24","12","180"
"Nanjing","burthr","Blue Rock-Thrush","Monticola solitarius","species","24","12","180"
"Nanjing","y00952","Far Eastern/Eurasian Curlew","Numenius madagascariensis/arquata","slash","24","12","180"
"Nanjing","dabduc1","dabbling duck sp.","Anatidae sp. (dabbling duck sp.)","spuh","24","12","180"
"Nanjing","batgod","Bar-tailed Godwit","Limosa lapponica","species","24","12","180"
"Nanjing","saugul2","Saunders's Gull","Saundersilarus saundersi","species","24","12","180"
"Nanjing","caster1","Caspian Tern","Hydroprogne caspia","species","24","12","180"
"Nanjing","zoster1","Zosterops sp.","Zosterops sp.","spuh","24","12","180"
"Nanjing","rail1","rail/crake sp.","Rallidae sp. (rail/crake sp.)","spuh","24","12","180"
"Nanjing","lotshr3","Long-tailed Shrike (schach)","Lanius schach schach","group (monotypic)","24","12","180"
"Nanjing","batgod2","Bar-tailed Godwit (Siberian)","Limosa lapponica baueri/menzbieri","group (polytypic)","24","12","180"
"Nanjing","waterf1","waterfowl sp.","Anatidae sp.","spuh","24","12","180"
"Nanjing","greegr1","Great Egret (Eurasian)","Ardea alba alba","group (monotypic)","24","12","180"
"Nanjing","whcfor4","White-crowned Forktail (White-crowned)","Enicurus leschenaulti [frontalis Group]","group (polytypic)","24","12","180"
"Nanjing","brbsan","Broad-billed Sandpiper","Calidris falcinellus","species","24","12","180"
"Nanjing","thrush1","thrush sp.","Turdidae sp.","spuh","24","12","180"
"Nanjing","phyllo1","Phylloscopus sp.","Phylloscopus sp.","spuh","24","12","180"
"Nanjing","pagplo","Pacific Golden-Plover","Pluvialis fulva","species","24","12","180"
"Nanjing","bktgul","Black-tailed Gull","Larus crassirostris","species","24","12","180"
"Nanjing","eurkes2","Eurasian Kestrel (Eurasian)","Falco tinnunculus [tinnunculus Group]","group (polytypic)","24","12","180"
"Nanjing","eurhoo1","Eurasian Hoopoe (Eurasian)","Upupa epops [epops Group]","group (polytypic)","24","12","180"
"Nanjing","snoplo1","Kentish Plover (Kentish)","Charadrius alexandrinus alexandrinus/nihonensis","group (polytypic)","24","12","180"
"Nanjing","faecur","Far Eastern Curlew","Numenius madagascariensis","species","24","12","180"
"Nanjing","labcro2","Large-billed Crow (Large-billed)","Corvus macrorhynchos [macrorhynchos Group]","group (polytypic)","24","12","180"
"Nanjing","redkno","Red Knot","Calidris canutus","species","24","12","180"
"Nanjing","chlido1","Chlidonias sp.","Chlidonias sp.","spuh","24","12","180"
"Nanjing","scolop1","Scolopacidae sp.","Scolopacidae sp.","spuh","24","12","180"
"Nanjing","comter1","Common Tern (hirundo/tibetana)","Sterna hirundo hirundo/tibetana","group (polytypic)","24","12","180"
"Nanjing","comter2","Common Tern (longipennis)","Sterna hirundo longipennis","group (monotypic)","24","12","180"
"Nanjing","grybus1","Gray Bushchat","Saxicola ferreus","species","24","12","180"
"Nanjing","swallo","swallow sp.","Hirundinidae sp.","spuh","24","12","180"
"Nanjing","lessap1","Lesser Sand-Plover (Tibetan)","Charadrius mongolus [atrifrons Group]","group (polytypic)","24","12","180"
"Nanjing","lessap2","Lesser Sand-Plover (Mongolian)","Charadrius mongolus mongolus/stegmanni","group (polytypic)","24","12","180"
"Nanjing","hawk","hawk sp.","Accipitridae sp. (hawk sp.)","spuh","24","12","180"
"Nanjing","sander","Sanderling","Calidris alba","species","24","12","180"
"Nanjing","houswi1","House Swift","Apus nipalensis","species","24","12","180"
"Nanjing","bktgod","Black-tailed Godwit","Limosa limosa","species","24","12","180"
"Nanjing","shoreb1","shorebird sp.","Charadriiformes sp.","spuh","24","12","180"
"Nanjing","strshe","Streaked Shearwater","Calonectris leucomelas","species","24","12","180"
"Nanjing","strept1","Streptopelia sp.","Streptopelia sp.","spuh","24","12","180"
"Nanjing","rinphe1","Ring-necked Pheasant (Ring-necked)","Phasianus colchicus [colchicus Group]","group (polytypic)","24","12","180"
"Nanjing","wagtai1","wagtail sp.","Motacilla sp.","spuh","24","12","180"
"Nanjing","blckin1","Black-capped Kingfisher","Halcyon pileata","species","24","12","180"
"Nanjing","y00222","American/Pacific Golden-Plover (Lesser Golden-Plover)","Pluvialis dominica/fulva","slash","24","12","180"
"Nanjing","blurot1","Blue Rock-Thrush (solitarius/longirostris)","Monticola solitarius solitarius/longirostris","group (polytypic)","24","12","180"
"Nanjing","blurot2","Blue Rock-Thrush (philippensis)","Monticola solitarius philippensis","group (monotypic)","24","12","180"
"Nanjing","grsplo","Greater Sand-Plover","Charadrius leschenaultii","species","24","12","180"
"Nanjing","cursan","Curlew Sandpiper","Calidris ferruginea","species","24","12","180"
"Nanjing","plover2","plover sp.","Charadriidae sp.","spuh","24","12","180"
"Nanjing","spoonb1","spoonbill sp.","Platalea sp.","spuh","24","12","180"
"Nanjing","bktgod3","Black-tailed Godwit (melanuroides)","Limosa limosa melanuroides","group (monotypic)","24","12","180"
"Nanjing","calidr","peep sp.","Calidris sp. (peep sp.)","spuh","24","12","180"
"Nanjing","grekno","Great Knot","Calidris tenuirostris","species","24","12","180"
"Nanjing","turdus1","Turdus sp.","Turdus sp.","spuh","24","12","180"
"Nanjing","blkkit2","Black Kite (Black-eared)","Milvus migrans lineatus/formosanus","group (polytypic)","24","12","180"
"Nanjing","gubter1","Gull-billed Tern","Gelochelidon nilotica","species","24","12","180"
"Nanjing","gubter2","Gull-billed Tern (Gull-billed)","Gelochelidon nilotica [nilotica Group]","group (polytypic)","24","12","180"
"Nanjing","litowl1","Little Owl","Athene noctua","species","24","12","180"
"Nanjing","x00835","Mallard x Eastern Spot-billed Duck (hybrid)","Anas platyrhynchos x zonorhyncha","hybrid","24","12","180"
"Nanjing","euroys1","Eurasian Oystercatcher","Haematopus ostralegus","species","24","12","180"
"Nanjing","rocpig1","Rock Pigeon (Feral Pigeon)","Columba livia (Feral Pigeon)","domestic","24","12","180"
"Nanjing","whiwag8","White Wagtail (Chinese)","Motacilla alba leucopsis","group (monotypic)","24","12","180"
"Nanjing","grswoo2","Great Spotted Woodpecker (Great Spotted)","Dendrocopos major [major Group]","group (polytypic)","24","12","180"
"Nanjing","rudtur","Ruddy Turnstone","Arenaria interpres","species","24","12","180"
"Nanjing","zitcis4","Zitting Cisticola (tinnabulans Group)","Cisticola juncidis [tinnabulans Group]","group (polytypic)","24","12","180"
"Nanjing","silphe","Silver Pheasant","Lophura nycthemera","species","24","12","180"
"Nanjing","larus","gull sp.","Larinae sp.","spuh","24","12","180"
"Nanjing","pasmar1","Pale Sand Martin","Riparia diluta","species","24","12","180"
"Nanjing","grebe1","grebe sp.","Podicipedidae sp.","spuh","24","12","180"
"Nanjing","accipi","Accipiter sp.","Accipiter sp.","spuh","24","12","180"
"Nanjing","osprey3","Osprey (haliaetus)","Pandion haliaetus haliaetus","group (monotypic)","24","12","180"
"Nanjing","duck1","duck sp.","Anatinae sp.","spuh","24","12","180"
"Nanjing","swspet","Swinhoe's Storm-Petrel","Oceanodroma monorhis","species","24","12","180"
"Nanjing","temsti","Temminck's Stint","Calidris temminckii","species","24","12","180"
"Nanjing","blkbul3","Black Bulbul (leucocephalus Group)","Hypsipetes leucocephalus [leucocephalus Group]","group (polytypic)","24","12","180"
"Nanjing","y00652","Eurasian/Oriental Skylark","Alauda arvensis/gulgula","slash","24","12","180"
"Nanjing","spbsan1","Spoon-billed Sandpiper","Calidris pygmaea","species","24","12","180"
"Nanjing","litgre3","Little Grebe (Little)","Tachybaptus ruficollis [ruficollis Group]","group (polytypic)","24","12","180"
"Nanjing","brodip1","Brown Dipper","Cinclus pallasii","species","24","12","180"
"Nanjing","y00648","Lesser/Greater Sand-Plover","Charadrius mongolus/leschenaultii","slash","24","12","180"
"Nanjing","gyhpar3","Gray-headed Parrotbill","Psittiparus gularis","species","24","12","180"
"Nanjing","whncra1","White-naped Crane","Antigone vipio","species","24","12","180"
"Nanjing","y00638","Black/Ashy Drongo","Dicrurus macrocercus/leucophaeus","slash","24","12","180"
"Nanjing","lesplo","Lesser Sand-Plover","Charadrius mongolus","species","24","12","180"
"Nanjing","gyttat1","Gray-tailed Tattler","Tringa brevipes","species","24","12","180"
"Nanjing","whfplo2","Kentish Plover (White-faced)","Charadrius alexandrinus dealbatus","group (monotypic)","24","12","180"
"Nanjing","bkcnih1","Black-crowned Night-Heron (Eurasian)","Nycticorax nycticorax nycticorax","group (monotypic)","24","12","180"
"Nanjing","rudshe","Ruddy Shelduck","Tadorna ferruginea","species","24","12","180"
"Nanjing","tersan","Terek Sandpiper","Xenus cinereus","species","24","12","180"
"Nanjing","whiegr1","white egret sp.","Ardea/Egretta/Bubulcus sp.","spuh","24","12","180"
"Nanjing","gryher1","Gray Heron (Gray)","Ardea cinerea cinerea/jouyi","group (polytypic)","24","12","180"
"Nanjing","azwmag1","Azure-winged Magpie (Azure-winged)","Cyanopica cyanus [cyanus Group]","group (polytypic)","24","12","180"
"Nanjing","passer1","passerine sp.","Passeriformes sp.","spuh","24","12","180"
"Nanjing","eurcur","Eurasian Curlew","Numenius arquata","species","24","12","180"
"Nanjing","ellphe1","Elliot's Pheasant","Syrmaticus ellioti","species","24","12","180"
"Nanjing","barswa4","Barn Swallow (Buff-bellied)","Hirundo rustica gutturalis/mandschurica","group (polytypic)","24","12","180"
"Nanjing","kokphe1","Koklass Pheasant","Pucrasia macrolopha","species","24","12","180"
"Nanjing","categr2","Cattle Egret (Eastern)","Bubulcus ibis coromandus","group (monotypic)","24","12","180"
"Nanjing","reepar4","Reed Parrotbill (Reed)","Paradoxornis heudei heudei","group (monotypic)","24","12","180"
"Nanjing","rensti","Red-necked Stint","Calidris ruficollis","species","24","12","180"
"Nanjing","litegr1","Little Egret (Western)","Egretta garzetta garzetta","group (monotypic)","24","12","180"
"Nanjing","tern1","tern sp.","Sterninae sp.","spuh","24","12","180"
"Nanjing","gybthr1","Gray-backed Thrush","Turdus hortulorum","species","33","16","60"
"Nanjing","dusthr2","Dusky Thrush","Turdus eunomus","species","33","16","60"
"Nanjing","grecor3","Great Cormorant (Eurasian)","Phalacrocorax carbo sinensis/hanedae","group (polytypic)","23","12","180"
"Nanjing","refblu","Red-flanked Bluetail","Tarsiger cyanurus","species","31","16","60"
"Nanjing","daured1","Daurian Redstart","Phoenicurus auroreus","species","29","14","60"
"Nanjing","eaywag","Eastern Yellow Wagtail","Motacilla tschutschensis","species","25","12","60"
"Nanjing","hergul","Herring Gull","Larus argentatus","species","24","12","100"
"Nanjing","falduc","Falcated Duck","Mareca falcata","species","23","12","100"
"Nanjing","palwar5","Pallas's Leaf Warbler","Phylloscopus proregulus","species","31","16","60"
"Nanjing","weywag8","Eastern Yellow Wagtail (Green-headed)","Motacilla tschutschensis taivana","group (monotypic)","22","12","180"
"Nanjing","casgul4","Herring Gull (Mongolian)","Larus argentatus mongolicus","group (monotypic)","22","12","180"
"Nanjing","y00597","Western/Eastern Yellow Wagtail","Motacilla flava/tschutschensis","slash","22","12","180"
"Nanjing","veggul1","Herring Gull (Vega)","Larus argentatus vegae","group (monotypic)","22","12","180"
"Nanjing","dusthr1","Naumann's Thrush","Turdus naumanni","species","26","12","60"
"Nanjing","palthr1","Pale Thrush","Turdus pallidus","species","29","12","60"
"Nanjing","scathr2","White's Thrush","Zoothera aurea","species","30","12","60"
"Nanjing","comsni","Common Snipe","Gallinago gallinago","species","29","18","60"
"Nanjing","eyethr","Eyebrowed Thrush","Turdus obscurus","species","26","12","60"
"Nanjing","amepip","American Pipit","Anthus rubescens","species","25","12","60"
"Nanjing","gnwtea","Green-winged Teal","Anas crecca","species","25","12","60"
"Nanjing","watpip1","Water Pipit","Anthus spinoletta","species","24","12","60"
"Nanjing","eurwoo","Eurasian Woodcock","Scolopax rusticola","species","23","12","60"
"Nanjing","japqua","Japanese Quail","Coturnix japonica","species","22","12","60"
"Nanjing","gadwal","Gadwall","Mareca strepera","species","22","12","60"
"Nanjing","sibrub","Siberian Rubythroat","Calliope calliope","species","21","12","180"
"Nanjing","eurwig","Eurasian Wigeon","Mareca penelope","species","21","12","180"
"Nanjing","sibpip1","American Pipit (japonicus)","Anthus rubescens japonicus","group (monotypic)","21","12","180"
"Nanjing","lobplo1","Long-billed Plover","Charadrius placidus","species","21","12","180"
"Nanjing","y00821","Taiga/Red-breasted Flycatcher","Ficedula albicilla/parva","slash","21","12","180"
"Nanjing","gadwal1","Gadwall (Common)","Mareca strepera strepera","group (monotypic)","21","12","180"
"Nanjing","bncrai1","Brown-cheeked Rail","Rallus indicus","species","21","12","180"
"Nanjing","eurwry","Eurasian Wryneck","Jynx torquilla","species","21","12","180"
"Nanjing","goosan1","Common Merganser (Eurasian)","Mergus merganser merganser/orientalis","group (polytypic)","21","12","180"
"Nanjing","retpip","Red-throated Pipit","Anthus cervinus","species","21","12","180"
"Nanjing","norsho","Northern Shoveler","Spatula clypeata","species","21","12","180"
"Nanjing","pipit1","pipit sp.","Anthus sp.","spuh","21","12","180"
"Nanjing","dusthr","Dusky/Naumann's Thrush","Turdus eunomus/naumanni","slash","21","12","180"
"Nanjing","whiwag2","White Wagtail (ocularis)","Motacilla alba ocularis","group (monotypic)","21","12","180"
"Nanjing","snipe2","snipe sp.","Gallinago sp.","spuh","21","12","180"
"Nanjing","retthr1","Red-throated Thrush","Turdus ruficollis","species","21","12","180"
"Nanjing","egwtea1","Green-winged Teal (Eurasian)","Anas crecca crecca","group (monotypic)","21","12","180"
"Nanjing","y00635","Red-necked/Red Phalarope","Phalaropus lobatus/fulicarius","slash","21","12","180"
"Nanjing","norpin","Northern Pintail","Anas acuta","species","21","12","180"
"Nanjing","commer","Common Merganser","Mergus merganser","species","21","12","180"
"Nanjing","relgul2","Relict Gull","Ichthyaetus relictus","species","21","12","180"
"Nanjing","olbpip","Olive-backed Pipit","Anthus hodgsoni","species","33","18","60"
"Nanjing","blfbun1","Black-faced Bunting","Emberiza spodocephala","species","33","18","60"
"Nanjing","sibsto1","Siberian Stonechat","Saxicola maurus","species","29","17","20"
"Nanjing","yebwar3","Yellow-browed Warbler","Phylloscopus inornatus","species","30","16","60"
"Nanjing","comros","Common Rosefinch","Carpodacus erythrinus","species","22","12","60"
"Nanjing","chebun2","Chestnut-eared Bunting","Emberiza fucata","species","21","12","60"
"Nanjing","mewgul3","Mew Gull (Russian)","Larus canus heinei","group (monotypic)","20","12","180"
"Nanjing","stonec7","Siberian Stonechat (Stejneger's)","Saxicola maurus stejnegeri","group (monotypic)","20","12","180"
"Nanjing","slbgul","Slaty-backed Gull","Larus schistisagus","species","20","12","180"
"Nanjing","mewgul","Mew Gull","Larus canus","species","20","12","180"
"Nanjing","lbbgul","Lesser Black-backed Gull","Larus fuscus","species","20","12","180"
"Nanjing","piehar1","Pied Harrier","Circus melanoleucos","species","20","12","180"
"Nanjing","norgre1","Nordmann's Greenshank","Tringa guttifer","species","20","12","180"
"Nanjing","japgro1","Japanese Grosbeak","Eophona personata","species","20","12","180"
"Nanjing","kamgul1","Mew Gull (Kamchatka)","Larus canus kamtschatschensis","group (monotypic)","20","12","180"
"Nanjing","comgul1","Mew Gull (European)","Larus canus canus","group (monotypic)","20","12","180"
"Nanjing","curlew1","curlew sp.","Numenius sp.","spuh","20","12","180"
"Nanjing","lbbgul5","Lesser Black-backed Gull (taimyrensis)","Larus fuscus taimyrensis","form","20","12","180"
"Nanjing","lbbgul4","Lesser Black-backed Gull (Heuglin's)","Larus fuscus heuglini","group (monotypic)","20","12","180"
"Nanjing","rerswa1","Red-rumped Swallow","Cecropis daurica","species","31","30","20"
"Nanjing","eurspa1","Eurasian Sparrowhawk","Accipiter nisus","species","28","16","60"
"Nanjing","chptit1","Chinese Penduline-Tit","Remiz consobrinus","species","27","12","60"
"Nanjing","yetbun1","Yellow-throated Bunting","Emberiza elegans","species","29","15","60"
"Nanjing","norlap","Northern Lapwing","Vanellus vanellus","species","22","12","100"
"Nanjing","combuz6","Eastern Buzzard","Buteo japonicus","species","25","16","60"
"Nanjing","duswar","Dusky Warbler","Phylloscopus fuscatus","species","24","12","60"
"Nanjing","rutrob1","Rufous-tailed Robin","Larvivora sibilans","species","22","12","60"
"Nanjing","chgshr2","Chinese Gray Shrike","Lanius sphenocercus","species","23","16","60"
"Nanjing","skylar","Eurasian Skylark","Alauda arvensis","species","21","12","180"
"Nanjing","ocrbun1","Ochre-rumped Bunting","Emberiza yessoensis","species","20","12","60"
"Nanjing","baepoc1","Baer's Pochard","Aythya baeri","species","19","12","180"
"Nanjing","comgol","Common Goldeneye","Bucephala clangula","species","19","12","180"
"Nanjing","emberi1","Emberiza sp.","Emberiza sp.","spuh","19","12","180"
"Nanjing","grebit1","Great Bittern","Botaurus stellaris","species","19","12","180"
"Nanjing","smew","Smew","Mergellus albellus","species","19","12","180"
"Nanjing","blueth","Bluethroat","Luscinia svecica","species","19","12","180"
"Nanjing","tufduc","Tufted Duck","Aythya fuligula","species","19","12","180"
"Nanjing","goldcr1","Goldcrest","Regulus regulus","species","19","12","180"
"Nanjing","norgos1","Northern Goshawk (Eurasian)","Accipiter gentilis [gentilis Group]","group (polytypic)","19","12","180"
"Nanjing","aythya1","Aythya sp.","Aythya sp.","spuh","19","12","180"
"Nanjing","norhar1","Hen Harrier","Circus cyaneus","species","19","12","180"
"Nanjing","ancmur","Ancient Murrelet","Synthliboramphus antiquus","species","19","12","180"
"Nanjing","skylar1","Eurasian Skylark (European)","Alauda arvensis [arvensis Group]","group (polytypic)","19","12","180"
"Nanjing","compoc","Common Pochard","Aythya ferina","species","19","12","180"
"Nanjing","norgos","Northern Goshawk","Accipiter gentilis","species","19","12","180"
"Nanjing","blueth1","Bluethroat (Red-spotted)","Luscinia svecica [svecica Group]","group (polytypic)","19","12","180"
"Nanjing","ferduc","Ferruginous Duck","Aythya nyroca","species","19","12","180"
"Nanjing","buhshr1","Bull-headed Shrike","Lanius bucephalus","species","19","12","180"
"Nanjing","lobmur","Long-billed Murrelet","Brachyramphus perdix","species","19","12","180"
"Nanjing","gresca","Greater Scaup","Aythya marila","species","19","12","180"
"Nanjing","baitea","Baikal Teal","Sibirionetta formosa","species","19","12","180"
"Nanjing","bkfbun1","Black-faced Bunting (spodocephala/sordida)","Emberiza spodocephala spodocephala/sordida","group (polytypic)","19","12","180"
"Nanjing","tribun1","Tristram's Bunting","Emberiza tristrami","species","26","12","60"
"Nanjing","yebbun1","Yellow-browed Bunting","Emberiza chrysophrys","species","25","12","60"
"Nanjing","merlin","Merlin","Falco columbarius","species","21","12","60"
"Nanjing","dalpel1","Dalmatian Pelican","Pelecanus crispus","species","18","12","180"
"Nanjing","rusbun","Rustic Bunting","Emberiza rustica","species","24","12","60"
"Nanjing","brambl","Brambling","Fringilla montifringilla","species","28","13","60"
"Nanjing","litbun","Little Bunting","Emberiza pusilla","species","22","12","60"
"Nanjing","palbun","Pallas's Bunting","Emberiza pallasi","species","20","12","60"
"Nanjing","comred1","Common Redshank","Tringa totanus","species","20","8","60"
"Nanjing","eargre","Eared Grebe","Podiceps nigricollis","species","17","12","180"
"Nanjing","reebun","Reed Bunting","Emberiza schoeniclus","species","17","12","180"
"Nanjing","y00229","Horned/Eared Grebe","Podiceps auritus/nigricollis","slash","17","12","180"
"Nanjing","japcor1","Japanese Cormorant","Phalacrocorax capillatus","species","17","12","180"
"Nanjing","y01015","Pallas's/Reed Bunting","Emberiza pallasi/schoeniclus","slash","17","12","180"
"Nanjing","horgre","Horned Grebe","Podiceps auritus","species","17","12","180"
"Nanjing","eursis","Eurasian Siskin","Spinus spinus","species","27","12","60"
"Nanjing","gyhlap1","Gray-headed Lapwing","Vanellus cinereus","species","30","14","20"
"Nanjing","tunswa","Tundra Swan","Cygnus columbianus","species","21","12","60"
"Nanjing","purher1","Purple Heron","Ardea purpurea","species","25","17","20"
"Nanjing","hawfin","Hawfinch","Coccothraustes coccothraustes","species","20","12","60"
"Nanjing","japwax1","Japanese Waxwing","Bombycilla japonica","species","20","12","60"
"Nanjing","tunbeg1","Tundra Bean-Goose","Anser serrirostris","species","18","12","180"
"Nanjing","taibeg1","Taiga Bean-Goose","Anser fabalis","species","18","12","180"
"Nanjing","winwre4","Eurasian Wren","Troglodytes troglodytes","species","18","12","180"
"Nanjing","bohwax","Bohemian Waxwing","Bombycilla garrulus","species","17","12","180"
"Nanjing","rook1","Rook","Corvus frugilegus","species","16","12","180"
"Nanjing","goose1","goose sp.","Anser/Branta sp.","spuh","16","12","180"
"Nanjing","bewswa1","Tundra Swan (Bewick's)","Cygnus columbianus bewickii","group (monotypic)","16","12","180"
"Nanjing","whoswa","Whooper Swan","Cygnus cygnus","species","16","12","180"
"Nanjing","carcro1","Carrion Crow","Corvus corone","species","16","12","180"
"Nanjing","laplon","Lapland Longspur","Calcarius lapponicus","species","16","12","180"
"Nanjing","y00468","Taiga/Tundra Bean-Goose","Anser fabalis/serrirostris","slash","16","12","180"
"Nanjing","bkbwag","White Wagtail (Black-backed)","Motacilla alba lugens","group (monotypic)","16","12","180"
"Nanjing","grseag1","Greater Spotted Eagle","Clanga clanga","species","16","12","180"
"Nanjing","rebmer","Red-breasted Merganser","Mergus serrator","species","16","12","180"
"Nanjing","sheowl","Short-eared Owl","Asio flammeus","species","16","12","180"
"Nanjing","y00673","Long-eared/Short-eared Owl","Asio otus/flammeus","slash","16","12","180"
"Nanjing","loeowl","Long-eared Owl","Asio otus","species","16","12","180"
"Nanjing","amufal1","Amur Falcon","Falco amurensis","species","18","8","60"
"Nanjing","arcloo","Arctic Loon","Gavia arctica","species","15","12","180"
"Nanjing","swagoo1","Swan Goose","Anser cygnoides","species","15","12","180"
"Nanjing","y00707","Greater/Lesser White-fronted Goose","Anser albifrons/erythropus","slash","15","12","180"
"Nanjing","weywag9","Eastern Yellow Wagtail (Manchurian)","Motacilla tschutschensis macronyx","group (monotypic)","15","6","180"
"Nanjing","gragoo","Graylag Goose","Anser anser","species","15","12","180"
"Nanjing","gwfgoo","Greater White-fronted Goose","Anser albifrons","species","15","12","180"
"Nanjing","jasowl1","Japanese Scops-Owl","Otus semitorques","species","15","8","180"
"Nanjing","gwfgoo2","Greater White-fronted Goose (Western)","Anser albifrons gambelli/sponsa","group (polytypic)","15","12","180"
"Nanjing","gwfgoo4","Greater White-fronted Goose (Eurasian)","Anser albifrons albifrons","group (monotypic)","15","12","180"
"Nanjing","eaywag2","Eastern Yellow Wagtail (Eastern)","Motacilla tschutschensis tschutschensis/plexa","group (polytypic)","15","6","180"
"Nanjing","rerswa2","Red-rumped Swallow (Red-rumped)","Cecropis daurica [daurica Group]","group (polytypic)","15","8","180"
"Nanjing","retloo","Red-throated Loon","Gavia stellata","species","15","12","180"
"Nanjing","lotduc","Long-tailed Duck","Clangula hyemalis","species","15","12","180"
"Nanjing","whwsco1","Stejneger's Scoter","Melanitta stejnegeri","species","15","12","180"
"Nanjing","ashdro1","Ashy Drongo","Dicrurus leucophaeus","species","24","18","60"
"Nanjing","larhac2","Large Hawk-Cuckoo","Hierococcyx sparverioides","species","25","13","60"
"Nanjing","korfly1","Yellow-rumped Flycatcher","Ficedula zanthopygia","species","25","13","20"
"Nanjing","gargan","Garganey","Spatula querquedula","species","16","12","60"
"Nanjing","ashmar1","Asian House-Martin","Delichon dasypus","species","15","14","180"
"Nanjing","asidow1","Asian Dowitcher","Limnodromus semipalmatus","species","14","8","180"
"Nanjing","y00649","Common/Asian House-Martin","Delichon urbicum/dasypus","slash","14","8","180"
"Nanjing","integr","Intermediate Egret","Ardea intermedia","species","24","14","20"
"Nanjing","indcuc1","Indian Cuckoo","Cuculus micropterus","species","23","20","20"
"Nanjing","hacdro1","Hair-crested Drongo","Dicrurus hottentottus","species","24","13","60"
"Nanjing","asikoe2","Asian Koel","Eudynamys scolopaceus","species","21","20","20"
"Nanjing","blaeag1","Black Eagle","Ictinaetus malaiensis","species","18","8","60"
"Nanjing","brrmin1","Brown-rumped Minivet","Pericrocotus cantonensis","species","26","16","60"
"Nanjing","lescou1","Lesser Coucal","Centropus bengalensis","species","18","8","20"
"Nanjing","crseag1","Crested Serpent-Eagle","Spilornis cheela","species","16","8","60"
"Nanjing","grfhaw1","Chinese Sparrowhawk","Accipiter soloensis","species","24","17","60"
"Nanjing","crane1","crane sp.","Gruidae sp.","spuh","13","10","180"
"Nanjing","cuckoo3","cuckoo sp. (Cuculidae sp.)","Cuculidae sp.","spuh","13","8","180"
"Nanjing","chiegr","Chinese Egret","Egretta eulophotes","species","13","8","180"
"Nanjing","brnshr","Brown Shrike","Lanius cristatus","species","24","24","20"
"Nanjing","phtjac1","Pheasant-tailed Jacana","Hydrophasianus chirurgus","species","23","14","20"
"Nanjing","yelbit","Yellow Bittern","Ixobrychus sinensis","species","21","9","20"
"Nanjing","strher","Striated Heron","Butorides striata","species","19","15","20"
"Nanjing","gyfbuz1","Gray-faced Buzzard","Butastur indicus","species","25","11","60"
"Nanjing","arcwar1","Arctic Warbler","Phylloscopus borealis","species","16","8","60"
"Nanjing","reccra1","Red-crowned Crane","Grus japonensis","species","14","10","180"
"Nanjing","hoocra1","Hooded Crane","Grus monacha","species","13","10","100"
"Nanjing","sancra","Sandhill Crane","Antigone canadensis","species","12","10","180"
"Nanjing","arcwar","Japanese Leaf/Arctic/Kamchatka Leaf Warbler","Phylloscopus xanthodryas/borealis/examinandus","slash","12","8","180"
"Nanjing","y00815","Arctic/Kamchatka Leaf Warbler","Phylloscopus borealis/examinandus","slash","12","8","180"
"Nanjing","minive3","minivet sp. (gray minivet sp.)","Pericrocotus sp. (grey minivet sp.)","spuh","12","8","180"
"Nanjing","himswi2","Himalayan Swiftlet","Aerodramus brevirostris","species","12","8","180"
"Nanjing","margra1","Marsh Grassbird","Locustella pryeri","species","12","8","180"
"Nanjing","cuculu1","Cuculus sp.","Cuculus sp.","spuh","12","8","180"
"Nanjing","sancra1","Sandhill Crane (canadensis)","Antigone canadensis canadensis","group (monotypic)","12","10","180"
"Nanjing","comcra","Common Crane","Grus grus","species","12","10","180"
"Nanjing","comcuc","Common Cuckoo","Cuculus canorus","species","22","11","20"
